mapping_type,alz_original_column,mapped_genus,mia_column,used_in_model,notes
alz_only_padded_in_miagb,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25442,GGB25442,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652,GGB2652,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653,GGB2653,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012|f__FGB1012|g__GGB2657,GGB2657,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Spirochaetes|c__CFGB8872|o__OFGB8872|f__FGB8872|g__GGB26634,GGB26634,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB267,GGB267,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269,GGB269,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB27106,GGB27106,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2732,GGB2732,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2734,GGB2734,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB77675|o__OFGB77675|f__FGB77675|g__GGB27521,GGB27521,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27848,GGB27848,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27885,GGB27885,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27887,GGB27887,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27924,GGB27924,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB9395|o__OFGB9395|f__FGB9395|g__GGB27930,GGB27930,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28319,GGB28319,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369,GGB28369,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB9536|o__OFGB9536|f__FGB9536|g__GGB28474,GGB28474,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848,GGB2848,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28640,GGB28640,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB29535,GGB29535,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958,GGB2958,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2970,GGB2970,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB5569|o__OFGB5569|f__FGB5569|g__GGB2972,GGB2972,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977,GGB2977,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980,GGB2980,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982,GGB2982,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559|f__FGB4559|g__GGB2983,GGB2983,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987,GGB2987,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2996,GGB2996,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998,GGB2998,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB2999,GGB2999,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000,GGB3000,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3001,GGB3001,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3002,GGB3002,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3003,GGB3003,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3004,GGB3004,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30045,GGB30045,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3005,GGB3005,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3032,GGB3032,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033,GGB3033,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034,GGB3034,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB3051,GGB3051,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB3052,GGB3052,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB3057,GGB3057,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB3058,GGB3058,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3061,GGB3061,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Proteobacteria|c__CFGB2401|o__OFGB2401|f__FGB2401|g__GGB30719,GGB30719,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3095,GGB3095,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1285|o__OFGB1285|f__FGB1285|g__GGB3100,GGB3100,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB3102,GGB3102,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB3103,GGB3103,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1288|o__OFGB1288|f__FGB1288|g__GGB3105,GGB3105,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109,GGB3109,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1293|o__OFGB1293|f__FGB1293|g__GGB3110,GGB3110,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB73076|o__OFGB73076|f__FGB73076|g__GGB3111,GGB3111,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118,GGB3118,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB77243|o__OFGB77243|f__FGB77243|g__GGB3123,GGB3123,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234,GGB31234,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303|g__GGB3124,GGB3124,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4616|o__OFGB4616|f__FGB4616|g__GGB3126,GGB3126,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB78317|o__OFGB78317|f__FGB78317|g__GGB3128,GGB3128,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB58145|o__OFGB58145|f__FGB58145|g__GGB3129,GGB3129,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3130,GGB3130,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB78342|o__OFGB78342|f__FGB78342|g__GGB3132,GGB3132,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3138,GGB3138,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3139,GGB3139,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3140,GGB3140,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142,GGB3142,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3146,GGB3146,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB31460,GGB31460,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3152,GGB3152,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3159,GGB3159,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160,GGB3160,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3161,GGB3161,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3167,GGB3167,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3169,GGB3169,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175,GGB3175,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3176,GGB3176,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31790,GGB31790,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3185,GGB3185,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189,GGB3189,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB32033,GGB32033,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3204,GGB3204,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3213,GGB3213,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3220,GGB3220,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1333|o__OFGB1333|f__FGB1333|g__GGB3222,GGB3222,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3237|o__OFGB3237|f__FGB3237|g__GGB3236,GGB3236,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387,GGB32387,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32451,GGB32451,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB32487,GGB32487,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256,GGB3256,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3260,GGB3260,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3262,GGB3262,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3267,GGB3267,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3271,GGB3271,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3275,GGB3275,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3276,GGB3276,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277,GGB3277,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278,GGB3278,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3280,GGB3280,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3281,GGB3281,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3285,GGB3285,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3286,GGB3286,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3287,GGB3287,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3288,GGB3288,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3289,GGB3289,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32900,GGB32900,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4648|o__OFGB4648|f__FGB4648|g__GGB3303,GGB3303,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304,GGB3304,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB58324|o__OFGB58324|f__FGB58324|g__GGB3305,GGB3305,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306,GGB3306,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB51793|o__OFGB51793|f__FGB51793|g__GGB3317,GGB3317,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321,GGB3321,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3323,GGB3323,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB11257|o__OFGB11257|f__FGB11257|g__GGB33247,GGB33247,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB79244|o__OFGB79244|f__FGB79244|g__GGB3325,GGB3325,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB83839|o__OFGB83839|f__FGB83839|g__GGB3328,GGB3328,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1363|o__OFGB1363|f__FGB1363|g__GGB3329,GGB3329,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Proteobacteria|c__CFGB1061|o__OFGB1061|f__FGB1061|g__GGB33398,GGB33398,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB33406,GGB33406,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3343,GGB3343,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3344,GGB3344,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345,GGB3345,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469,GGB33469,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3351,GGB3351,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512,GGB33512,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB33516,GGB33516,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3352,GGB3352,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3353,GGB3353,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB78645|o__OFGB78645|f__FGB78645|g__GGB33539,GGB33539,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB33544,GGB33544,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB33586,GGB33586,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3360|o__OFGB3360|f__FGB3360|g__GGB3360,GGB3360,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363,GGB3363,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3364,GGB3364,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3365,GGB3365,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB33657,GGB33657,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB33665,GGB33665,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3011|o__OFGB3011|f__FGB3011|g__GGB33896,GGB33896,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB34197,GGB34197,,True,Absent in MiaGB; MiaGB value padded with 0
