feature_set,feature,p_value,rank_biserial,abs_rank_biserial,mean_controls,mean_impaired,rank,selected
mw_top_20,Holdemania,3.920689237140851e-09,-0.33840497737556563,0.33840497737556563,0.028190749999999997,0.01265900452488688,2,True
mw_top_20,Bacteroides,4.7265480390566385e-09,-0.3514705882352941,0.3514705882352941,8.8510471875,5.562548371040724,3,True
mw_top_20,Lachnospira,1.3084296287405654e-08,-0.34032805429864255,0.34032805429864255,1.9907521875,0.9428032126696833,4,True
mw_top_20,GGB9064,1.0095452036639039e-07,-0.23597285067873308,0.23597285067873308,0.018768812500000003,0.0028065610859728503,5,True
mw_top_20,GGB9614,2.7397902235090835e-07,-0.2541289592760181,0.2541289592760181,0.032974187499999995,0.013680769230769229,6,True
mw_top_20,Veillonella,8.516813618499236e-07,-0.2514423076923077,0.2514423076923077,0.08438812500000001,0.061065610859728496,7,True
mw_top_20,Blautia,1.0356145322913574e-06,0.29315610859728514,0.29315610859728514,6.7613943125,10.485767918552034,8,True
mw_top_20,Lawsonibacter,2.6946013021799495e-06,-0.2802319004524887,0.2802319004524887,0.13442418750000001,0.0949254298642534,9,True
mw_top_20,Roseburia,2.713197189615765e-06,-0.2815045248868778,0.2815045248868778,2.9933901874999997,1.8386548416289594,10,True
mw_top_20,Butyricimonas,2.8040546441438425e-06,-0.24785067873303168,0.24785067873303168,0.07359624999999999,0.03469628959276018,11,True
mw_top_20,GGB3828,2.901683944011345e-06,-0.16473416289592757,0.16473416289592757,0.0033685624999999996,0.00048330316742081444,12,True
mw_top_20,Hydrogenoanaerobacterium,3.297671510272249e-06,-0.24917986425339367,0.24917986425339367,0.029288500000000002,0.014578778280542987,13,True
mw_top_20,Odoribacter,4.845796635472992e-06,-0.26730769230769236,0.26730769230769236,0.22225068750000002,0.15097864253393664,14,True
mw_top_20,Bilophila,5.0865847732889884e-06,-0.2630090497737556,0.2630090497737556,0.095015375,0.057941990950226244,15,True
mw_top_20,GGB33586,5.788817992174596e-06,-0.2320984162895927,0.2320984162895927,0.0109435,0.006899999999999999,16,True
mw_top_20,GGB9063,6.1765227222911855e-06,-0.19315610859728505,0.19315610859728505,0.0176395625,0.006203303167420815,17,True
mw_top_20,Oscillibacter,7.446026515085667e-06,-0.26809954751131226,0.26809954751131226,0.880172125,0.5244781900452489,18,True
mw_top_20,Clostridium,1.2485508466484898e-05,-0.2621889140271493,0.2621889140271493,1.39145325,1.1391134389140272,19,True
mw_top_20,GGB9559,1.619496413929689e-05,-0.21971153846153846,0.21971153846153846,0.016509812500000002,0.011889366515837106,20,True
all_features,Abiotrophia,,,,0.0,2.7058823529411766e-05,1,True
all_features,Absicoccus,,,,0.00194925,0.0,2,True
all_features,Acetivibrio,,,,0.0006786875,0.002061945701357466,3,True
all_features,Acidaminococcus,,,,0.029530125,0.0738633031674208,4,True
all_features,Acidipropionibacterium,,,,6.11875e-05,0.0,5,True
all_features,Acinetobacter,,,,0.0,9.375565610859727e-05,6,True
all_features,Actinobaculum,,,,1.89375e-05,0.00015131221719457013,7,True
all_features,Actinomyces,,,,0.0076716875000000006,0.008379638009049775,8,True
all_features,Adlercreutzia,,,,0.1538868125,0.13026850678733032,9,True
all_features,Aeromonas,,,,0.0,0.0016033484162895927,10,True
all_features,Agathobaculum,,,,0.2935610625,0.23333760180995475,11,True
all_features,Aggregatibacter,,,,0.00022162499999999998,5.547511312217195e-05,12,True
all_features,Akkermansia,,,,0.9210216875,1.761557918552036,13,True
all_features,Alistipes,,,,3.629347,2.5599418099547515,14,True
all_features,Allisonella,,,,0.002655625,0.0028323981900452485,15,True
all_features,Allobaculum,,,,0.0,0.00045466063348416287,16,True
all_features,Alloprevotella,,,,0.0,1.5339366515837103e-05,17,True
all_features,Alloscardovia,,,,0.0008266250000000001,0.0008604524886877828,18,True
all_features,Alterileibacterium,,,,1.38125e-05,0.00017108597285067872,19,True
all_features,Amedibacillus,,,,0.018005812500000003,0.01587846153846154,20,True
all_features,Amedibacterium,,,,0.003178875,0.029841176470588236,21,True
all_features,Anaerobutyricum,,,,0.669419375,1.0779335294117647,22,True
all_features,Anaerococcus,,,,0.0007316875,0.0020528506787330317,23,True
all_features,Anaerofilum,,,,0.0014966250000000001,0.0020428054298642535,24,True
all_features,Anaerofustis,,,,0.0031573125,0.007834570135746607,25,True
all_features,Anaeromassilibacillus,,,,0.014765187499999999,0.015305972850678732,26,True
all_features,Anaerosacchariphilus,,,,0.0027278124999999998,0.0007570135746606334,27,True
all_features,Anaerosporobacter,,,,0.0,3.438914027149321e-05,28,True
all_features,Anaerostipes,,,,1.1539714374999999,1.4080278280542986,29,True
all_features,Anaerotignum,,,,0.0790349375,0.059374162895927604,30,True
all_features,Anaerotruncus,,,,0.031788000000000004,0.03812733031674207,31,True
all_features,Anaerovibrio,,,,0.0255793125,0.0,32,True
all_features,Anaerovorax,,,,0.0031658749999999994,0.005238054298642534,33,True
all_features,Angelakisella,,,,0.00039987499999999995,0.00016285067873303164,34,True
all_features,Bacilliculturomica,,,,4.70625e-05,0.0,35,True
all_features,Bacteria_unclassified,,,,0.021751437499999998,0.012324705882352942,36,True
all_features,Bacteroidales_unclassified,,,,0.014257937500000002,0.01002918552036199,37,True
all_features,Bacteroides,,,,8.8510471875,5.562548371040724,38,True
all_features,Baileyella,,,,0.0005011875,0.0,39,True
all_features,Bariatricus,,,,0.0016607500000000001,0.012530950226244342,40,True
all_features,Barnesiella,,,,0.6192961875,0.3162393665158371,41,True
